código_venda,código_barras,nome_produto,categoria_produto,preço_produto,status_compra,data_compra,comprador,email_comprador,pais_compra,quantidade_comprada,média_por_categoria,média_por_pais
ccb18a63-209a-410f-b485-0e64ab1620ea,5100918212733,História,Livros,R$224.00,Cancelada,2024-07-30,Thomas Richardson,kennethrichardson@example.com,Iceland,3,5.7560975609756095,5.0
c51defb9-a1f1-4788-ae51-8a0964477023,0774648654702,Boneca,Brinquedos,R$747.00,Cancelada,2024-06-14,Christine Russo,patelamanda@example.org,Bulgaria,5,5.394736842105263,3.5
42505749-4b7d-4e07-b7ef-b2550abdd8e2,7810540279636,Tesoura,Escritório,R$944.00,Cancelada,2024-07-29,David Taylor,theresabarron@example.org,Brazil,4,5.842592592592593,4.714285714285714
a766d916-0112-4d43-bb3b-057597ff56fc,2095209046988,Pão,Alimentos,R$484.00,Pendente,2024-02-16,Andrew Lee,manderson@example.com,New Zealand,7,5.861386138613861,5.6
a7f20dcd-f709-4109-8e03-0b32ab94b160,4398549892214,Meia,Vestuário,R$292.00,Pendente,2024-01-20,Danielle Sullivan,lisa45@example.com,Mayotte,2,5.21978021978022,6.0
9b30e4b3-32a4-4253-81f9-b553de604946,7153056931071,Grampeador,Escritório,R$335.00,Concluída,2023-10-11,Jose Gross,chloehuang@example.org,United States Virgin Islands,6,5.842592592592593,4.0
2dc0c050-7908-4045-9506-444e6a2040ec,2088671680446,Tesoura,Escritório,R$189.00,Pendente,2024-06-15,Rebecca Henson,schultzmelanie@example.org,Mozambique,5,5.842592592592593,7.8
fd13950b-f54e-4297-9828-fa1070cea1aa,9167890612001,História,Livros,R$267.00,Concluída,2024-09-15,Patricia Hammond,yvonne61@example.com,Botswana,5,5.7560975609756095,5.0
34f59b0e-2209-4158-8c6c-270199e960d1,8905390350211,Esmalte,Beleza,R$68.00,Cancelada,2024-02-24,Maria Floyd,hubbarddaryl@example.com,Brunei Darussalam,10,6.027522935779817,7.0
e8aaa9ef-e1ac-4a1b-b3c0-459633ad9270,0086665943654,Hidratante,Beleza,R$68.00,Cancelada,2024-10-01,Michael Martin,james75@example.org,Ghana,5,6.027522935779817,6.0
de9c6bad-5da6-4fd7-8d5f-3c42e6be8c9f,8901900788079,Barra fixa,Esporte,R$262.00,Concluída,2024-06-02,Jennifer Howard,wilkinsonelizabeth@example.net,Suriname,3,5.68141592920354,3.5
2613702f-406a-4dce-8a81-20b20ca428c3,4687172773855,Microondas,Casa,R$499.00,Cancelada,2024-05-18,Anthony Jordan,snydershelby@example.org,Lebanon,10,6.032967032967033,7.25
8f50cf59-a464-4f89-93ba-503db2827b90,3505586730527,Jaqueta,Vestuário,R$196.00,Cancelada,2024-09-20,Allison Thomas,mirandarichard@example.net,Hong Kong,8,5.21978021978022,4.833333333333333
f6830477-0a46-4c2b-9a35-2001838caee6,5908137969441,Sofá,Casa,R$683.00,Cancelada,2023-11-15,Katrina Hardy,donna62@example.org,Ireland,5,6.032967032967033,8.0
ef0754dd-953f-4f8c-8bb5-c613389e4688,5050362275863,Roupa esportiva,Esporte,R$641.00,Concluída,2023-12-19,Stephanie Brewer,wbrown@example.net,Bolivia,6,5.68141592920354,6.333333333333333
a03f3107-3f3a-4621-8821-26171f164484,0778267371910,Sofá,Casa,R$139.00,Concluída,2024-04-04,Kimberly Tucker,lisamartin@example.net,Barbados,8,6.032967032967033,7.0
22daefe6-9dc9-478a-b56e-108fd601d70a,2128186637204,Boneco de ação,Brinquedos,R$428.00,Cancelada,2024-08-14,Crystal Dickerson,shahvalerie@example.org,Paraguay,8,5.394736842105263,6.5
c382574d-222f-4ff1-a996-f5f038fb09e1,9116381983670,Impressora,Escritório,R$293.00,Cancelada,2024-02-14,Tonya Graham,karlathompson@example.net,Denmark,10,5.842592592592593,5.166666666666667
05eb0c39-dcd1-4c33-88c6-b8e651a98e8b,9780071830850,Sabonete,Beleza,R$99.00,Cancelada,2024-05-16,Paul Lewis,owoods@example.org,Georgia,2,6.027522935779817,4.875
c558044a-ae36-405c-8a0a-41e9e80c81db,3906969637851,Tônico,Beleza,R$879.00,Pendente,2023-10-16,Jessica Lucas,mccannbryan@example.net,Anguilla,9,6.027522935779817,6.25
822f7e25-7651-424f-97a8-cdcd1ab391b7,8344729824083,Smartphone,Eletrônicos,R$123.00,Concluída,2024-09-04,Brandon Sanchez,jennifer49@example.com,Estonia,5,5.326315789473684,5.25
c2b2a51b-fb81-4a81-bf6f-9068738e2ff7,8139382817448,Relógio Inteligente,Eletrônicos,R$744.00,Pendente,2024-08-16,Katie West,destiny45@example.net,Eritrea,3,5.326315789473684,6.333333333333333
e417ee76-fa23-466d-bc36-c10fb7db5059,4995686540086,Liquidificador,Casa,R$352.00,Concluída,2024-01-26,Michelle Dodson,jennifer50@example.org,Macao,6,6.032967032967033,6.111111111111111
805ab969-5529-4ccb-92ad-806925cca2ce,1426175929813,Microondas,Casa,R$870.00,Concluída,2024-05-20,Jason Mann,patrickleach@example.net,Kuwait,2,6.032967032967033,3.0
1aceb8d8-107b-4eb6-b79f-a68d15ea1031,2709444769044,Smartphone,Eletrônicos,R$18.00,Pendente,2024-07-07,Joel Howell,williamswilliam@example.org,Korea,2,5.326315789473684,5.8
ed7a3713-74d6-4d16-9b9c-5579936b7300,6407940854122,Aparelho de musculação,Esporte,R$693.00,Pendente,2024-05-05,Christopher Kim,hvega@example.org,Togo,6,5.68141592920354,8.0
e8f3c908-bd5e-4d31-bcdf-b8995b21af85,9032873482226,Grampeador,Escritório,R$476.00,Pendente,2024-07-16,Stacey Johnson,johncurry@example.org,Somalia,4,5.842592592592593,5.571428571428571
af1f67d9-dfb5-4365-acbb-76d70aa4ea5f,4073188737187,Saia,Vestuário,R$863.00,Pendente,2024-09-17,Renee Ryan,campbellbrandon@example.net,Vanuatu,8,5.21978021978022,8.2
8f15c067-8067-4fc5-bcd2-f57b8e756080,7782504907469,Tênis de corrida,Esporte,R$390.00,Concluída,2024-08-10,James Jordan,leroy34@example.com,Latvia,10,5.68141592920354,6.833333333333333
573c7751-576b-4ddb-acf8-2f0832ac2836,3618672318964,Geladeira,Casa,R$615.00,Pendente,2023-10-30,Angela Nguyen,ryanoliver@example.net,Guatemala,6,6.032967032967033,5.333333333333333
54aa1fec-a66e-4086-9da4-503456de75cd,2974696648472,Cintos,Vestuário,R$570.00,Pendente,2024-09-30,Ashley Greene,christiankelley@example.com,Germany,2,5.21978021978022,3.75
e38cf8e0-09f8-475e-8832-91db5fe5ee38,8580005736033,Shampoo,Beleza,R$375.00,Cancelada,2024-03-02,Kathleen Huerta,alyssaanderson@example.org,Canada,4,6.027522935779817,4.0
68b1e5dc-b49d-4810-b1d9-39b879785c20,4198277212519,Hidratante,Beleza,R$261.00,Pendente,2024-03-25,Barry White,tammybrown@example.org,Greece,3,6.027522935779817,6.0
9c1a14f6-491f-4981-8f54-0d7bcbd1ef0c,3561547064315,Alexa,Eletrônicos,R$665.00,Concluída,2024-08-02,Andre Johnson,villarrealchristopher@example.net,Benin,10,5.326315789473684,8.0
5c6acc77-a2cc-4288-8d00-06cbc9508522,1895608103838,Hidratante,Beleza,R$476.00,Pendente,2023-12-22,Rachel Young,lewiskari@example.net,Czech Republic,4,6.027522935779817,6.0
58271f9c-a6c2-40d2-9757-49ad17dd9d6c,1419815201264,Aspirador de Pó,Casa,R$467.00,Concluída,2024-07-20,Vanessa Carroll,huntkelly@example.com,Mauritania,9,6.032967032967033,6.5
e6eb21a1-9b38-4520-9ca4-91d33f1e5f4d,1313781735115,Calça,Vestuário,R$837.00,Cancelada,2024-09-14,Tony Farrell,brianwood@example.com,Ethiopia,5,5.21978021978022,5.0
32bdd48d-fd20-4dad-8148-1b87f7f6acbe,7277771950220,Aspirador de Pó,Casa,R$914.00,Pendente,2024-04-06,Richard Mercado,roberto46@example.com,Seychelles,5,6.032967032967033,4.333333333333333
643fec11-2ecb-47b5-940e-f67d9bbca621,4976357655421,Camiseta,Vestuário,R$645.00,Cancelada,2024-07-07,Cody Stuart,daniel89@example.com,Egypt,9,5.21978021978022,9.0
96325e2a-96f3-4ede-a5c2-08bec16ed49d,2529547498463,Cintos,Vestuário,R$752.00,Cancelada,2023-12-15,Melissa Logan,evelyn95@example.org,Heard Island and McDonald Islands,9,5.21978021978022,8.0
f3132067-d211-4bed-9d20-603a40fedb48,5201492854460,Bola de futebol,Esporte,R$964.00,Pendente,2024-02-03,Taylor Russell,chelseacarter@example.com,Faroe Islands,5,5.68141592920354,6.666666666666667
8b47c215-f161-4ee0-b3d1-1a41f798775e,6330433894766,Grampeador,Escritório,R$417.00,Pendente,2024-03-21,Francis Walters,solomonmichael@example.net,Australia,8,5.842592592592593,3.5
a96f0a2c-0562-4beb-b4d1-53e5a7caf79e,5470903445997,Arroz,Alimentos,R$651.00,Concluída,2024-02-23,David Reid PhD,sgeorge@example.net,Dominica,1,5.861386138613861,5.0
1b94003e-0c66-46d5-9ac5-253b89d0448f,1200259716342,Cintos,Vestuário,R$305.00,Pendente,2023-11-07,Isabella Shields,james82@example.org,Korea,1,5.21978021978022,5.8
64a82ea8-c169-48ad-980d-28620987d677,8182584361646,Carro,Brinquedos,R$44.00,Concluída,2024-08-13,John Wood,wmelendez@example.com,Armenia,8,5.394736842105263,3.0
a1b5394c-8484-464c-9ae8-c998884be754,6479885357570,Cadeira,Casa,R$432.00,Cancelada,2024-05-28,Crystal Prince,jacobwalls@example.org,Cote d'Ivoire,5,6.032967032967033,5.8
ad02c68f-aea3-41ff-9b4c-c806c26a5d34,3124459876713,Console,Eletrônicos,R$391.00,Cancelada,2024-06-15,Jonathan Fisher,lopezjohn@example.com,Burkina Faso,10,5.326315789473684,8.0
ee1fa1b5-e12c-4468-b108-0a31ed8cd797,4373264452035,Peixe,Alimentos,R$395.00,Pendente,2024-03-27,Anna Fry,qjohnson@example.com,Denmark,8,5.861386138613861,5.166666666666667
7ee91ee2-072d-4844-a582-ace9fa95d5b2,6912315254976,Hospedagem,Viagens,R$866.00,Cancelada,2023-11-04,Timothy Johnson,macdonaldderek@example.com,Tanzania,10,4.885416666666667,4.75
02a30fcf-2235-48e6-bd33-f6e6625935fd,2941169204756,Mala,Viagens,R$618.00,Concluída,2023-12-20,Emily Campbell,taylorangela@example.net,Barbados,3,4.885416666666667,7.0
1d0859ee-3c27-4897-87be-d85093b619c4,7432653156170,Cadeira,Casa,R$916.00,Cancelada,2024-03-02,Sarah Griffin,qlopez@example.com,Belarus,7,6.032967032967033,7.25
15ea7110-b00f-47df-8840-9b3bbda982b5,3802701901474,Aspirador de Pó,Casa,R$449.00,Pendente,2024-04-06,Wyatt Fritz,courtney03@example.org,Belize,6,6.032967032967033,5.714285714285714
711d2906-c66d-4191-b7c9-7a8ac2b05092,4471018084256,Boneco de ação,Brinquedos,R$181.00,Cancelada,2024-03-16,Heather Long,garyshepherd@example.net,Botswana,8,5.394736842105263,5.0
da307ab2-25e0-4298-9ce3-06b29c761d1b,4257903774262,Maquiagem,Beleza,R$895.00,Concluída,2023-11-29,Amber Wang,itapia@example.org,Senegal,6,6.027522935779817,5.0
923a89d7-940f-489c-ad90-22eff5f5dbbe,7432229192779,Condicionador,Beleza,R$73.00,Pendente,2024-03-12,Dakota King,christopher32@example.org,British Virgin Islands,9,6.027522935779817,7.0
18e769a7-947e-4e03-9c8f-58d7745a00e9,9257537163598,Bola de futebol,Esporte,R$797.00,Cancelada,2024-01-14,Sherry Martinez,travis47@example.org,Wallis and Futuna,4,5.68141592920354,6.5
f28bf569-1fa1-4e46-a81f-4748e8c9cdf4,0663467902661,Caderno,Escritório,R$620.00,Cancelada,2024-05-23,Joel Smith,ellisnatalie@example.net,Antigua and Barbuda,6,5.842592592592593,3.6666666666666665
bb248bef-1727-4cf0-8a3a-a40a4b797b43,3591842449487,Máscara,Beleza,R$495.00,Concluída,2024-08-06,David Friedman,thomashill@example.net,France,1,6.027522935779817,3.0
25adf929-848a-4ecd-92e3-d4e72b65719f,3449019894267,Romance,Livros,R$501.00,Cancelada,2023-12-29,Brandy Lopez,olsencorey@example.net,Ukraine,2,5.7560975609756095,5.5
6793bdad-3051-4bfa-9734-30eda6f8d7a4,1832191142622,Adaptador de tomada,Viagens,R$710.00,Cancelada,2024-04-28,Brooke Coleman,heathdaniel@example.com,Thailand,10,4.885416666666667,4.666666666666667
dc194982-289a-4de1-a7fb-41c83d70c49b,9155246032436,Protetor bucal,Esporte,R$249.00,Cancelada,2023-12-08,James Vargas,dawngraves@example.net,Luxembourg,6,5.68141592920354,6.8
adb24931-98ba-4fed-9228-b2a41e0e431c,8283009140461,Religioso,Livros,R$917.00,Concluída,2024-07-13,Richard Pierce,deborah37@example.net,San Marino,6,5.7560975609756095,5.666666666666667
5ef1be26-be15-41ba-9317-ae1416f6a963,0224416393215,Tablet,Eletrônicos,R$228.00,Pendente,2023-12-16,Patricia Shaw,brian79@example.org,Mayotte,6,5.326315789473684,6.0
47984fc8-08c9-40db-9d79-72bee9bceeaa,3073206991530,Tônico,Beleza,R$382.00,Cancelada,2024-01-20,Spencer Anderson,henry91@example.org,Tunisia,6,6.027522935779817,7.5
c9b82ac2-2381-477c-9f91-e4551199fac3,4874821796840,Hidratante,Beleza,R$581.00,Concluída,2024-09-04,Derrick Lopez,lwillis@example.com,Georgia,10,6.027522935779817,4.875
b3ce0d6a-5817-436c-a465-9db8fc6bc9fd,3624296953849,Borracha,Escritório,R$112.00,Pendente,2024-06-09,Amber Roberts,dperry@example.com,Maldives,8,5.842592592592593,4.75
c75d6702-cf28-4330-8232-9c6e1951d201,9553825320996,Pão,Alimentos,R$159.00,Cancelada,2024-04-03,Brent Zimmerman,rebecca64@example.net,Bermuda,10,5.861386138613861,5.8
b1706583-eeed-4907-83f2-290ed6144db5,3342195920716,Microondas,Casa,R$277.00,Pendente,2024-08-08,Logan Hess,kevin48@example.org,Barbados,7,6.032967032967033,7.0
795db25a-8de3-4f26-8cfb-a5265994fed7,1917088440101,Hospedagem,Viagens,R$641.00,Concluída,2024-07-08,Stephanie Daniels,matthewsjeffrey@example.net,France,2,4.885416666666667,3.0
3019ca2d-9bba-4ed1-8987-3dd4d39368d8,6134526160437,Boneco de ação,Brinquedos,R$804.00,Concluída,2024-04-16,Kimberly Thompson,bwillis@example.net,Kazakhstan,2,5.394736842105263,5.5
f7924b86-4329-4af6-8a89-5e859f4b5fae,3274441895700,Hospedagem,Viagens,R$553.00,Concluída,2024-02-04,Todd Graham,griffithryan@example.org,South Africa,5,4.885416666666667,3.5
db7c6e1d-9921-40ae-9e0b-bb7930102fb6,6482553887491,Microondas,Casa,R$832.00,Pendente,2024-08-27,Caitlin Wilson,heidisims@example.net,Saint Barthelemy,4,6.032967032967033,7.666666666666667
2054a36e-2f1f-4b1e-9eed-38be20eaeeca,0324646364280,Corretivo,Escritório,R$847.00,Concluída,2024-02-25,Deborah Blanchard,hsanchez@example.net,Niue,9,5.842592592592593,5.666666666666667
cd66adac-7f14-4f98-ba98-00c91033d380,1302227869460,Patinete,Brinquedos,R$39.00,Pendente,2023-12-12,Kimberly Jacobs,harrisjermaine@example.net,China,4,5.394736842105263,5.833333333333333
f4ba6942-86c0-4dcc-a2e2-ed529a595354,9203634759967,Aparelho de musculação,Esporte,R$687.00,Concluída,2023-11-07,Lauren Gilmore,thomasbrandon@example.com,Angola,10,5.68141592920354,8.5
f7653344-1236-4301-8ac5-6a20be621d37,8361623586633,Mochila de viagem,Viagens,R$567.00,Cancelada,2024-06-18,Kenneth Wall,jcarter@example.com,Luxembourg,7,4.885416666666667,6.8
4e8b922e-65b5-4be5-8fcd-2d1480318389,7337687940330,Fones de Ouvido,Eletrônicos,R$826.00,Pendente,2023-10-12,Jacqueline Harris,johnmcclure@example.net,Rwanda,5,5.326315789473684,4.8
a74056e4-81a3-43ec-9c9a-50618d96ba80,8843665078616,Calculadora,Escritório,R$389.00,Concluída,2024-07-22,Sean Smith,leahdickerson@example.net,Belize,5,5.842592592592593,5.714285714285714
33449726-a973-4e8b-8389-ff9720899c90,9784524337040,Frutas,Alimentos,R$199.00,Cancelada,2024-08-20,Trevor Salas,hamiltonadrian@example.org,Ghana,8,5.861386138613861,6.0
a9f22137-3e6a-46d7-86fe-f496ba60ab4e,9566674621220,Boneca,Brinquedos,R$21.00,Concluída,2024-02-08,Erin Tran,kscott@example.org,Greece,10,5.394736842105263,6.0
39904d37-79be-4e71-a2ec-d3a8c51d8842,0333480628465,Arroz,Alimentos,R$805.00,Concluída,2024-10-03,Whitney Smith,jamesramirez@example.net,Montserrat,6,5.861386138613861,4.428571428571429
6bd3a891-a60d-4492-8870-fa2c4d6e73bd,1720607297946,Tênis de corrida,Esporte,R$222.00,Concluída,2024-04-02,Emma Wilkinson,mpena@example.com,Central African Republic,4,5.68141592920354,4.375
628d4c21-50ff-4630-bdf2-d42a2625a62c,4888815771492,Notebook,Eletrônicos,R$118.00,Concluída,2024-04-18,Jason Rios,jensensarah@example.com,Reunion,6,5.326315789473684,4.5
7a0aeb61-4dbe-464d-b32a-f0d426c2fa04,0575692830117,Ficção,Livros,R$126.00,Concluída,2024-07-24,Brent Brooks,nicole23@example.org,Uruguay,3,5.7560975609756095,7.0
f9f8996f-2701-4d9f-8d8b-429d6bf1dc44,7918992801464,Protetor bucal,Esporte,R$138.00,Pendente,2024-07-27,Morgan Perez,akennedy@example.net,Bhutan,7,5.68141592920354,4.333333333333333
2f4c0754-1b93-482e-9de5-2271f9533dd6,5291084123159,Caderno,Escritório,R$758.00,Cancelada,2024-02-04,Mr. Michael Simon,chelseavalencia@example.net,Grenada,7,5.842592592592593,7.333333333333333
903ce285-487a-401e-921e-5efb4a17b62f,3060613317657,Jaqueta,Vestuário,R$610.00,Pendente,2023-12-27,Melanie Fisher,tamimurillo@example.com,Uganda,3,5.21978021978022,7.0
53a81351-a4c6-4f88-b165-57e4b4ff129d,6960683191447,Pelúcia,Brinquedos,R$204.00,Pendente,2023-10-11,Christopher Downs,tonyacole@example.com,Jamaica,10,5.394736842105263,6.25
82e3672f-2800-495a-bbd2-2f9b05277a9b,2875967472270,Leite,Alimentos,R$626.00,Concluída,2024-07-01,Brett Moon,vabbott@example.org,Albania,4,5.861386138613861,5.0
51400403-6412-4959-adfd-a50e8506fba5,5406047736714,Fogão,Casa,R$984.00,Pendente,2023-11-13,Thomas Joseph,andrea60@example.net,Estonia,5,6.032967032967033,5.25
7742105a-30f6-4625-83d2-310d2c22afe3,7569565499665,Mesa,Casa,R$552.00,Pendente,2023-12-29,Ricardo Alvarez,pittmanchristopher@example.org,Taiwan,8,6.032967032967033,5.4
46c65120-d26a-4b21-95bb-5aeb5b31630c,2859256617214,Adaptador de tomada,Viagens,R$687.00,Concluída,2024-08-19,Lisa Phillips,omartin@example.net,China,3,4.885416666666667,5.833333333333333
8d8c7a19-d7a5-4102-aa8a-13335ab084e6,7748771068692,Autoajuda,Livros,R$244.00,Concluída,2023-11-05,Tammy Wilson,josejones@example.org,South Georgia and the South Sandwich Islands,6,5.7560975609756095,4.333333333333333
aed74649-eb02-47c2-9ee4-998c5bbf32fe,4628195290912,Armário,Casa,R$759.00,Pendente,2023-11-29,Brian Fisher,xcohen@example.org,Saint Helena,10,6.032967032967033,5.5
a9beab12-f6af-4ad7-a6d9-51fbecebedbc,8659457583295,Caneta,Escritório,R$50.00,Concluída,2023-11-15,Tonya Mcbride,hsanders@example.com,Nauru,6,5.842592592592593,3.5
90afb15d-4f7f-430d-944f-1d5cd6335b54,1938017206414,Poesia,Livros,R$680.00,Pendente,2024-06-25,Lindsay Garcia,kimberly88@example.org,Nepal,9,5.7560975609756095,5.571428571428571
f859dcef-9cb5-41a9-bc4c-d3519dbe144d,5453310444371,Tesoura,Escritório,R$872.00,Cancelada,2024-02-14,Amber Smith,rfisher@example.net,Afghanistan,1,5.842592592592593,4.0
86417700-bbb4-476f-b30b-c41432c5fd63,1880887211060,Jaqueta,Vestuário,R$495.00,Cancelada,2024-02-03,Jenna Arnold,daniel55@example.org,Tanzania,1,5.21978021978022,4.75
f4b21009-50b4-4846-bcf6-2c04322e0c8d,4875219764793,Guia de viagem,Viagens,R$467.00,Pendente,2024-05-21,Rebecca Frazier,robertowhite@example.com,Philippines,4,4.885416666666667,6.8
6606fa31-e2fa-494d-860f-5fe2e9250d09,8118667606670,Caneta,Escritório,R$525.00,Cancelada,2024-09-05,Brian Stanley,kennedyjared@example.net,Central African Republic,10,5.842592592592593,4.375
23489b0f-d60e-4b1e-89b6-6cc6887c0984,3519703350147,Cruzeiro,Viagens,R$451.00,Cancelada,2023-12-10,Tyler Silva,martintiffany@example.org,Papua New Guinea,10,4.885416666666667,7.666666666666667
fdb2760f-5ac8-4652-8f17-8700cb52bf81,5675855815892,Feijão,Alimentos,R$403.00,Concluída,2024-03-22,Katherine Gilbert,mooreelizabeth@example.com,Saint Lucia,8,5.861386138613861,4.125
9fcf8bbb-964e-41f5-8c92-7136dba7f3a1,7009829193552,Console,Eletrônicos,R$124.00,Cancelada,2024-04-23,Scott Smith,christina16@example.org,Switzerland,4,5.326315789473684,4.0
52837f9a-4f3b-4d2e-bf8b-cc00a40e6543,9418062617035,Boneco de ação,Brinquedos,R$237.00,Cancelada,2024-06-14,Veronica Kim,ashley09@example.org,Malawi,8,5.394736842105263,5.444444444444445
fffbc406-a2ab-491d-a5e3-9743eddb99ca,3690360651836,Adaptador de tomada,Viagens,R$714.00,Concluída,2023-11-14,Gregory Carlson,erikgonzalez@example.org,Taiwan,5,4.885416666666667,5.4
22f76567-6b94-4ab8-a10e-356c2f88d578,6895272264328,Caderno,Escritório,R$151.00,Cancelada,2024-07-14,Paul Powell,bauerrichard@example.net,France,1,5.842592592592593,3.0
228729ee-c03e-48e0-b392-4742f2f940a6,6538669234596,História,Livros,R$549.00,Concluída,2024-06-26,Sarah Price,joseph89@example.org,Central African Republic,3,5.7560975609756095,4.375
0df625b8-641e-44bc-8628-03ab781c36de,7508992949916,Camiseta,Vestuário,R$347.00,Cancelada,2024-02-10,Brian Little,dharris@example.com,Saint Helena,1,5.21978021978022,5.5
3dacf619-c772-4f7c-9855-6667f5dba645,9810298692273,Boneco de ação,Brinquedos,R$277.00,Concluída,2023-12-09,Jennifer Dyer,qpeterson@example.com,Bangladesh,4,5.394736842105263,5.5
fcd24d7b-d668-48d2-8a9c-89a3dc1035c0,7564395250233,Ovos,Alimentos,R$660.00,Concluída,2024-02-01,Megan Skinner,christopherduke@example.net,Aruba,2,5.861386138613861,5.0
e14ba19d-e8c4-4356-9607-bd1a2d33e7ca,4750707498551,Calculadora,Escritório,R$461.00,Cancelada,2024-05-23,Pedro Burke,yrussell@example.com,Puerto Rico,7,5.842592592592593,3.5
0683399d-d629-4c99-8634-8cea904b6dce,8981671334248,Perfume,Beleza,R$244.00,Concluída,2023-11-26,Kim Young,pfernandez@example.com,French Polynesia,7,6.027522935779817,6.666666666666667
6a8bb7b2-b1d3-4339-87bd-03c1ae9707e8,5772986278883,Mesa,Casa,R$853.00,Concluída,2024-05-06,Shannon Gonzalez,vsampson@example.org,Northern Mariana Islands,10,6.032967032967033,5.428571428571429
ff0c8ac5-5de0-4bc9-9a20-eecd29c27f6e,1530838511076,Bicicleta,Brinquedos,R$748.00,Cancelada,2024-01-30,Elizabeth Brown,angelwelch@example.com,Holy See (Vatican City State),5,5.394736842105263,6.0
de02b688-67f5-4cdb-936e-d7d6806a5fab,7988214657452,Mochila de viagem,Viagens,R$405.00,Pendente,2023-12-11,Anthony Clark,xthompson@example.com,Chad,5,4.885416666666667,5.0
7f4d52dd-da07-45e3-a0aa-cab312c12f05,6089443069793,Câmera,Eletrônicos,R$468.00,Concluída,2023-11-17,Jenny Chapman,jamieromero@example.net,Isle of Man,3,5.326315789473684,6.75
4af2e212-d97f-4b0c-96b4-ae8712a4ba53,2641159054315,Fones de Ouvido,Eletrônicos,R$874.00,Pendente,2023-10-15,Jackson Barker,mackenziesmith@example.org,Belarus,3,5.326315789473684,7.25
4fc67fd2-cc31-468f-ab15-0d59ee3d82af,6240109770075,Didático,Livros,R$541.00,Concluída,2024-10-02,Aaron Johnson MD,peterscarrie@example.net,Brazil,3,5.7560975609756095,4.714285714285714
4c602a49-27f6-40a9-b07e-893f845b7ed2,6700238305819,Jaqueta,Vestuário,R$566.00,Pendente,2024-09-12,Dr. Brenda Phillips,lisa11@example.org,Antigua and Barbuda,1,5.21978021978022,3.6666666666666665
31c223ce-c4d9-4515-a038-4de2bdb78541,6257782728095,Notebook,Eletrônicos,R$182.00,Concluída,2024-06-17,Melissa Reeves,hillhaley@example.org,United States Virgin Islands,1,5.326315789473684,4.0
1b09fc01-c7ca-4e05-9b12-71abc46d81bf,9501088565241,Hidratante,Beleza,R$69.00,Pendente,2024-09-25,Matthew Chavez,kathleen55@example.net,Slovakia (Slovak Republic),8,6.027522935779817,6.0
75133812-a4d3-48d4-8ab5-97675d2f4f38,1200363182576,Óculos,Vestuário,R$661.00,Cancelada,2024-02-13,Preston Harris,emathews@example.org,Austria,8,5.21978021978022,5.0
5b926e36-e246-4d19-b36a-484706580b70,7353998925361,Sabonete,Beleza,R$897.00,Concluída,2024-09-27,Erika Gardner,sandersroger@example.org,Paraguay,4,6.027522935779817,6.5
889736c5-968e-4e46-8071-b7e42a223ca4,0492402472552,Blusa,Vestuário,R$768.00,Concluída,2024-04-28,Arthur Medina,bradleymelvin@example.org,Chile,3,5.21978021978022,3.0
e3493842-2d63-413c-89fe-9aafa44874be,5419933713430,Batom,Beleza,R$38.00,Concluída,2023-10-29,Sandy Silva,cadams@example.com,Belize,7,6.027522935779817,5.714285714285714
d68d6899-606a-4a3c-83b5-f7ec60d93186,9012961790624,Hospedagem,Viagens,R$961.00,Concluída,2024-01-18,Marissa Gregory,simmonsrichard@example.com,Wallis and Futuna,2,4.885416666666667,6.5
d1a89138-5cc0-4470-83c6-525b7aa06043,6910618019698,Camiseta,Vestuário,R$247.00,Concluída,2024-03-29,Charles Ruiz,anne91@example.org,Mali,3,5.21978021978022,5.0
11b0ad82-ca24-48a9-974d-6f69bc6b8417,2277421466823,Feijão,Alimentos,R$124.00,Pendente,2024-08-24,Brian Berry,stevenstewart@example.com,Saint Lucia,2,5.861386138613861,4.125
21dfd8f6-37a0-40d2-9405-74c86638ea95,5571783826712,Tônico,Beleza,R$611.00,Concluída,2024-03-14,Elizabeth Graham,edougherty@example.net,Guyana,1,6.027522935779817,3.5
915b2011-8f77-466a-8044-3c69c3eef542,3946947947237,Ficção,Livros,R$566.00,Cancelada,2024-06-03,Alexander Smith,edwardsmichael@example.org,Lithuania,6,5.7560975609756095,3.5
e86c07ea-afe6-4112-ae09-300507a3c53f,9463963060602,Tênis de corrida,Esporte,R$767.00,Pendente,2023-12-08,Brooke Allen,garciabarbara@example.net,Haiti,10,5.68141592920354,8.5
5ce2e220-9f37-48fe-bcb0-5019d62e1b8f,6020909913540,Video game,Brinquedos,R$431.00,Pendente,2023-12-05,Brooke Chaney,bryantmark@example.net,Guinea,6,5.394736842105263,7.0
35dbf0f9-b4a0-4758-b2d4-c03b13d076a5,2801703238428,Smartphone,Eletrônicos,R$441.00,Concluída,2024-03-14,Lori Sweeney,jennychen@example.org,Cote d'Ivoire,7,5.326315789473684,5.8
91c886fc-9574-4865-a9db-bcf9adaffd48,6391703848919,Guia de viagem,Viagens,R$234.00,Pendente,2024-06-13,Jason Wiggins,samuel81@example.net,South Africa,1,4.885416666666667,3.5
46200475-f829-4c1b-b94b-4f95787275ab,2934263775321,Bicicleta,Brinquedos,R$696.00,Cancelada,2024-03-08,Sara Bell,collinsjoanne@example.org,Liberia,1,5.394736842105263,4.714285714285714
